comuna,indicador,dep_tot,dep_pub,dep_sub,dep_pag,area_tot,area_urb,area_rur,gse_tot,gse_bajo,gse_medio_bajo,gse_medio,gse_medio_alto,gse_alto
ALGARROBO,ratio docente,15.75,13.47,17.47,,15.75,19.76,10.41,15.75,,11.6,16.23,17.52,
ALHUÉ,ratio docente,10.91,10.91,,,10.91,16.29,9.56,10.91,,10.92,10.9,,
ALTO BIOBÍO,ratio docente,11.71,11.17,12.62,,11.71,,11.71,11.71,11.53,12.96,,,
ALTO DEL CARMEN,ratio docente,9.11,9.11,,,9.11,,9.11,10.98,11,11.23,10.59,,
ALTO HOSPICIO,ratio docente,25.98,19.01,26.47,,25.98,25.93,26.41,26.15,28.19,25.09,27.94,,
ANCUD,ratio docente,9.76,6.76,12.32,,9.76,12,7.14,9.91,7.77,10.27,11.15,9.45,18.57
ANDACOLLO,ratio docente,10.11,7.76,18.36,,10.11,13.47,5.91,11.13,4,7.86,15.36,,
ANGOL,ratio docente,13.26,10.59,16.68,18.52,13.26,15.52,4.99,13.42,8.92,16.01,16.83,19.45,18.52
ANTOFAGASTA,ratio docente,20.48,19.78,24.41,14.22,20.48,20.48,,20.62,20.78,20.51,22.82,22.14,15.03
ANTUCO,ratio docente,5.52,5.33,6.29,,5.52,9.82,2.65,6.44,2.88,,7.63,,
ARAUCO,ratio docente,8.71,7.49,17.93,13.81,8.71,13.5,6.42,9.44,6.74,10.44,13.46,14.1,13.81
ARICA,ratio docente,17.18,14.88,20.08,13.41,17.18,17.73,13.34,17.33,15.06,16.6,18.66,19.55,13.41
AYSÉN,ratio docente,10.76,9.1,14.41,,10.76,11.52,5.46,11.35,14.18,8.56,15.3,16.54,
BUIN,ratio docente,19.28,17,24.54,17.19,19.28,19.68,17.41,19.28,23.99,18.57,19.89,13.37,19.86
BULNES,ratio docente,10.12,7.45,17.06,,10.12,13.78,6.45,10.12,7.52,8.94,19.32,,
CABILDO,ratio docente,10.19,8.64,17.97,,10.19,14.64,5.74,10.69,6.82,11.04,16.17,8.78,
CABO DE HORNOS,ratio docente,13.69,13.69,,,13.69,13.69,,13.69,,,,13.69,
CABRERO,ratio docente,9.46,7.76,15.6,,9.46,14.38,5.68,10.52,9.7,11.55,11.88,3.5,
CALAMA,ratio docente,20.48,19.05,25.71,14.34,20.48,21.89,6.36,20.63,,20.12,24.07,20.07,14.34
CALBUCO,ratio docente,9.66,8.06,15.86,,9.66,16.1,7.73,9.94,7.79,10.29,16.21,,
CALDERA,ratio docente,16.99,14.21,23.94,,16.99,18.32,9,22.31,,19.05,21.89,26,
CALERA,ratio docente,16.09,9.95,19.07,22.89,16.09,16.6,9.4,16.09,11.69,13.34,20.64,27.55,22.89
CALERA DE TANGO,ratio docente,17.53,17.89,22.34,13.66,17.53,18.48,17.13,17.53,,18.99,22.36,,13.66
CALLE LARGA,ratio docente,12.68,9.16,20.64,13.47,12.68,13.79,7.71,13.52,14.25,9.58,10.78,36.83,13.47
CAMARONES,ratio docente,2.38,2.38,,,2.38,,2.38,4.06,5.33,3,2.33,5.58,
CAMIÑA,ratio docente,5.53,5.53,,,5.53,,5.53,5.53,8.57,,6,2,3.5
CANELA,ratio docente,11.26,12.42,2,,11.26,15.33,9.23,13.29,13.31,14.1,12.85,,
CAÑETE,ratio docente,10.55,8.98,14.27,,10.55,13.28,8.67,10.83,9.64,10.3,,21.51,
CARAHUE,ratio docente,11.93,10,12.73,,11.93,12.55,11.67,12.23,11.88,12.71,13.75,,
CARTAGENA,ratio docente,14.11,9.45,24.99,,14.11,17.74,5.64,14.11,8.15,10.61,24.99,4.92,
CASABLANCA,ratio docente,12.79,10.8,14.78,10.8,12.79,12.79,,12.79,8.28,12.08,15.42,10.87,10.8
CASTRO,ratio docente,10.76,9.53,13.59,,10.76,14.55,5.61,11.62,7.19,13.22,15.29,12.12,14.05
CATEMU,ratio docente,11.46,9.74,18.35,,11.46,13.28,9.64,11.46,11.32,14.12,8.87,,
CAUQUENES,ratio docente,9.36,8.45,15.73,,9.36,14.46,4.86,10.48,6.36,12.13,15.06,17.18,
CERRILLOS,ratio docente,18.34,15.13,20.75,,18.34,18.34,,18.34,18.34,16.25,19.43,22.99,
CERRO NAVIA,ratio docente,17.28,13.8,21.38,,17.28,17.28,,17.28,14.74,18.65,15.58,,
CHAITÉN,ratio docente,8.08,8.08,,,8.08,,8.08,8.19,5.75,7.02,11.77,,
CHAÑARAL,ratio docente,16.74,17.08,14.65,,16.74,16.74,,16.32,,18,14.65,,
CHANCO,ratio docente,11.31,11.31,,,11.31,11.66,11.19,11.33,11.4,10.64,12.96,,
CHÉPICA,ratio docente,7.1,7.1,,,7.1,16.81,5.71,7.89,7.23,9.4,5,,
CHIGUAYANTE,ratio docente,13.46,7.34,15.56,13.81,13.46,13.46,,13.7,4.22,9.74,15.71,20.33,15.49
CHILE CHICO,ratio docente,11.1,11.1,,,11.1,,11.1,11.1,,9.69,13.94,,
CHILLÁN,ratio docente,12.73,7.39,16.69,15.9,12.73,13.31,9.86,12.73,10.55,10.08,13.51,18.37,17.12
CHILLÁN VIEJO,ratio docente,9.93,6.74,13.65,,9.93,12.46,5.89,9.93,6.68,13.57,7.65,,
CHIMBARONGO,ratio docente,11.29,9.63,15.22,,11.29,14.26,10.04,11.29,9.66,12.16,12.55,,
CHOLCHOL,ratio docente,9.52,7.52,11.02,,9.52,13.71,8.61,10.03,8.44,14.35,13.5,,
CHONCHI,ratio docente,6.23,5.83,13.92,,6.23,15.71,4.56,6.58,6.3,7.66,5.15,4,
CISNES,ratio docente,7.99,7.99,,,7.99,9.71,7.13,8.59,,8.92,7.25,,
COBQUECURA,ratio docente,4.4,4.4,,,4.4,9.33,2.76,4.98,3.7,8.03,3.36,3.96,
COCHAMÓ,ratio docente,14.57,14.57,,,14.57,,14.57,14.57,9.6,8.38,24.43,6,
COCHRANE,ratio docente,12.54,12.54,,,12.54,,12.54,12.54,,13.43,11.65,,
CODEGUA,ratio docente,10.75,10.38,13.33,,10.75,14.53,8.48,10.75,13.08,10.8,8.31,,
COELEMU,ratio docente,7.21,6.73,13.4,,7.21,12.28,4.4,8.12,4.3,10.75,10.92,7.7,
COIHUECO,ratio docente,8.64,7.66,12.34,,8.64,12.44,7.37,9.11,7.56,12.62,14.76,,
COINCO,ratio docente,12.06,11.1,16.83,,12.06,14.19,11,12.06,,11.71,13.8,,
COLBÚN,ratio docente,9.65,9.17,16.29,,9.65,13.68,8.64,10.29,10.11,10.39,,,
COLCHANE,ratio docente,4.83,4.83,,,4.83,,4.83,4.83,8.33,,6,1,4
COLINA,ratio docente,20.05,23.71,24.4,11.71,20.05,19.67,25.81,20.12,22.79,23.55,26.1,29.2,11.71
COLLIPULLI,ratio docente,10.87,10.49,11.85,,10.87,14.69,7.82,10.87,10.36,10.07,21.1,,
COLTAUCO,ratio docente,12.46,10.25,19.62,,12.46,18.28,10.03,12.46,9.13,13.36,24.75,,
COMBARBALÁ,ratio docente,6.23,6.73,5.13,,6.23,12.16,4.86,6.93,6.08,6.8,8.25,,
CONCEPCIÓN,ratio docente,13.3,8.91,16,15.07,13.3,13.52,7.77,13.42,9.34,9.92,14.36,17.29,15.6
CONCHALÍ,ratio docente,20.14,16.31,23.99,19.8,20.14,20.14,,20.14,,16.99,22.61,23.06,19.8
CONCÓN,ratio docente,15.24,13.75,18.62,12.37,15.24,15.24,,15.24,,11.83,18.8,15.14,12.37
CONSTITUCIÓN,ratio docente,13.57,9.59,20.97,14.06,13.57,16.35,10.28,13.86,10.48,14.45,17.19,21.95,14.06
CONTULMO,ratio docente,5.66,5.3,6.92,,5.66,10.57,5.04,6.34,5.65,8.82,,5.89,
COPIAPÓ,ratio docente,19.3,17.72,22.81,18.56,19.3,19.36,16.95,20.79,16.85,19.96,22.27,23.98,18.56
COQUIMBO,ratio docente,16.48,13.19,19.02,19.07,16.48,17.56,8.38,16.78,13.19,15.89,17.99,18.92,19.07
CORONEL,ratio docente,13.63,10.2,17.71,,13.63,14.24,7.22,13.63,8.82,11.86,17.71,19.58,16.15
CORRAL,ratio docente,6.53,7.22,1,,6.53,9.77,3.93,7.22,6.85,6.8,8.4,,
COYHAIQUE,ratio docente,12.55,8.95,15.69,,12.55,13.98,7.83,12.55,10.38,9.82,14.13,17.47,16.02
CUNCO,ratio docente,9.98,9.74,10.15,,9.98,10.64,9.23,10.23,8.8,10.22,13.82,,
CURACAUTÍN,ratio docente,10.07,9.54,10.99,,10.07,11.56,7.45,10.07,9.52,9.49,11.06,,
CURACAVÍ,ratio docente,16.68,15.38,18.36,12.87,16.68,17.65,13.97,17.94,13.73,17.37,19.03,21.23,11.32
CURACO DE VÉLEZ,ratio docente,4.02,4.02,,,4.02,11.71,3.17,4.65,3.4,6.5,6.86,,
CURANILAHUE,ratio docente,8.94,7.55,13.47,,8.94,11.26,3.39,10.88,8.5,10.25,15.12,14.32,
CURARREHUE,ratio docente,8.98,8.5,9.34,,8.98,10.16,8.66,8.98,7.47,11,,,
CUREPTO,ratio docente,5.11,5.11,,,5.11,10.62,4.38,6.04,5.88,4.5,12.69,5,
CURICÓ,ratio docente,13.49,9.22,19.26,14.48,13.49,15.16,9.09,13.5,12.05,11.25,14.91,21.72,14.48
DALCAHUE,ratio docente,9.43,6.28,15.28,,9.43,16.03,5.87,9.63,8.44,10.28,9.67,,
DIEGO DE ALMAGRO,ratio docente,14.63,13.38,16.31,,14.63,15.02,12.33,15.5,,14.29,17.43,15.75,
DOÑIHUE,ratio docente,13.86,13.71,14.48,,13.86,14.63,13.09,13.86,13.79,13.9,13.85,,
EL BOSQUE,ratio docente,19.91,15.58,22.53,15.55,19.91,19.91,,19.91,14.76,19.96,21.35,24.86,15.55
EL CARMEN,ratio docente,5.5,4.86,17.67,,5.5,13.69,3.46,6.77,5.61,2.33,13.19,17.67,
EL MONTE,ratio docente,15.99,11.57,19.78,,15.99,16.37,13.87,15.99,9.11,15.4,22.36,,
EL QUISCO,ratio docente,16.47,15.14,19.14,,16.47,16.56,16.05,16.47,,15.13,17.15,,
EL TABO,ratio docente,15.04,15.04,,,15.04,15.04,,15.04,,14.23,15.86,,
EMPEDRADO,ratio docente,8,8,,,8,11.65,6.17,8,9.33,7.33,,,
ERCILLA,ratio docente,11.76,9.96,16.55,,11.76,11.77,11.76,10.94,10.51,12.66,,,
ESTACIÓN CENTRAL,ratio docente,20.61,17.89,22.78,19.78,20.61,20.61,,21.01,,16.7,20.48,26.45,19.78
FLORIDA,ratio docente,7.06,7.36,3.5,,7.06,11.77,5.65,7.72,5.67,8.9,,,
FREIRE,ratio docente,9.15,7.32,10.47,,9.15,12.11,8.29,9.42,8.6,10.2,18.11,,
FREIRINA,ratio docente,15.72,15.72,,,15.72,16.1,15.33,15.72,12.5,15.12,18.23,,
FRESIA,ratio docente,8.63,5.62,17.08,,8.63,14.67,7.5,8.53,7.25,13.01,6,,
FRUTILLAR,ratio docente,13.04,11.62,16.25,12.85,13.04,15.19,10.89,13.04,12.67,13.86,13.63,5.67,12.85
FUTALEUFÚ,ratio docente,4.33,4.33,,,4.33,,4.33,4.33,3.33,1.6,5.53,4.5,
FUTRONO,ratio docente,9.44,7.2,12.54,,9.44,15.47,7.84,9.88,7.96,12.63,10.08,3,
GALVARINO,ratio docente,10.77,8.61,13.92,,10.77,19.39,9.18,10.15,9.9,13.44,,,
GENERAL LAGOS,ratio docente,2.51,2.51,,,2.51,,2.51,3.2,3,2.5,5.29,2,
GORBEA,ratio docente,9.97,9.15,14.11,,9.97,10.46,9,9.97,8.44,10.26,21.4,,
GRANEROS,ratio docente,15.42,11.18,19.14,,15.42,16.31,9.64,15.42,12.8,12.77,24.22,21.16,
GUAITECAS,ratio docente,8.29,8.29,,,8.29,,8.29,8.29,,,8.29,,
HIJUELAS,ratio docente,9.54,8.08,16.09,,9.54,12.72,7.72,9.54,10.24,9.29,9.89,,
HUALAIHUÉ,ratio docente,7.22,6.85,10.35,,7.22,16.71,6.69,8.41,5.47,11.31,14.35,,
HUALAÑÉ,ratio docente,7.89,7.73,9.5,,7.89,14.5,5.41,8.46,8.41,7.3,11.41,,
HUALPÉN,ratio docente,13.96,9.57,15.59,26.05,13.96,13.96,,14.29,6.9,12.31,14.18,16.51,26.05
HUALQUI,ratio docente,9.3,7.24,18.89,,9.3,14.87,5.4,9.3,4.99,9.88,19.98,9.5,
HUARA,ratio docente,5.38,5.38,,,5.38,,5.38,6.02,3.27,10.87,4.78,3.5,
HUASCO,ratio docente,14.61,13.31,22.42,,14.61,17.46,7.5,14.61,10.5,10,16.46,22.42,
HUECHURABA,ratio docente,17.78,16.63,20.21,16.71,17.78,17.78,,17.78,14.45,18.28,20.19,,16.71
ILLAPEL,ratio docente,9.6,11.37,8.06,,9.6,13.85,6.36,11.05,7.86,11.68,12.8,13.06,
INDEPENDENCIA,ratio docente,21.51,18.65,23.64,15.67,21.51,21.51,,21.92,,24.86,22.92,21.36,15.67
IQUIQUE,ratio docente,20.54,17.27,22.29,21.8,20.54,20.89,13.64,20.62,18.57,16.87,20.69,25.36,21.8
ISLA DE MAIPO,ratio docente,17.4,12.2,22.81,16.1,17.4,18.52,11.21,17.4,11.59,16.28,23.36,23.79,16.1
ISLA DE PASCUA,ratio docente,12.56,13.14,11.99,,12.56,12.56,,12.56,,,13.14,11.99,
JUAN FERNÁNDEZ,ratio docente,10.93,10.93,,,10.93,,10.93,10.93,,,10.93,,
LA CISTERNA,ratio docente,20.24,17.24,20.91,,20.24,20.24,,20.24,23.32,17.53,20.52,22.25,16.58
LA CRUZ,ratio docente,12,10.44,14.59,,12,14.65,7.58,12,5.13,12.07,13.13,,
LA ESTRELLA,ratio docente,7.96,7.96,,,7.96,17.68,3.1,10.94,,17.68,4.2,,
LA FLORIDA,ratio docente,17.99,13.8,19.48,15.64,17.99,17.99,,18.33,13.12,18.01,18.12,20.3,16.99
LA GRANJA,ratio docente,17.6,13.01,21.61,,17.6,17.6,,17.22,11.46,17.34,22.63,,
LA HIGUERA,ratio docente,13.55,13.55,,,13.55,12.4,13.74,13.97,15.17,11.57,,,
LA LIGUA,ratio docente,9.75,7.52,17.76,10.71,9.75,14.57,6.35,10.23,5.47,10.18,13.09,13.92,10.71
LA PINTANA,ratio docente,17.74,16.82,18.04,,17.74,17.74,,17.74,17.25,17.93,20.26,,
LA REINA,ratio docente,15.3,19.09,19.76,11.37,15.3,15.3,,15.69,,17.83,21.87,20.53,11.37
LA SERENA,ratio docente,15.77,12.9,17.84,15.67,15.77,16.36,10.99,16.13,12.01,15.51,16.07,17.75,16.39
LA UNIÓN,ratio docente,10.26,7.23,14.28,12.6,10.26,14.2,8.37,11.4,7.16,14.97,10.53,20.16,12.6
LAGO RANCO,ratio docente,7.95,7.45,9.75,,7.95,13.25,7.06,9.37,8.14,9.97,14.37,,
LAGO VERDE,ratio docente,7.4,7.4,,,7.4,,7.4,7.6,,7.6,,,
LAGUNA BLANCA,ratio docente,2.5,2.5,,,2.5,,2.5,2.5,,2.5,,,
LAJA,ratio docente,10.23,9.31,12.3,,10.23,12.42,6.72,10.79,8.08,10.12,13.11,16.27,
LAMPA,ratio docente,24.71,19.32,27.93,21.69,24.71,26.28,15.02,24.71,19.57,28.4,23.45,26.33,21.69
LANCO,ratio docente,10.27,9.24,11.1,,10.27,12.22,7.84,10.27,6.86,10.76,14.35,,
LAS CABRAS,ratio docente,13.38,12.27,21.11,,13.38,17.71,10.78,13.38,14.55,11.86,14.02,,
LAS CONDES,ratio docente,12.77,10.99,19.38,11.88,12.77,12.77,,12.77,,,13.16,16.88,11.84
LAUTARO,ratio docente,10.31,9.14,12.95,,10.31,15.55,7.69,10.97,9.27,11.2,17,,
LEBU,ratio docente,11.34,10.72,20,,11.34,14.04,5.94,11.83,9.66,14.35,16.56,,
LICANTÉN,ratio docente,9.35,8.24,13.8,,9.35,12.37,7.34,9.35,6.36,9.3,12.37,,
LIMACHE,ratio docente,14.33,12.04,16.41,,14.33,15.11,6.94,14.33,9.81,12.23,17.13,17.13,
LINARES,ratio docente,13.73,10.2,17.41,20.65,13.73,15.37,9.07,13.95,9.62,14.26,17.93,20.7,20.65
LITUECHE,ratio docente,10.43,10.43,,,10.43,20.38,8.77,11.39,2,13.31,13.2,,
LLAILLAY,ratio docente,12.96,10.77,15.97,,12.96,14.42,8.84,13.12,7.71,12.54,15.16,11.7,
LLANQUIHUE,ratio docente,11.17,9.55,17.67,,11.17,15.05,7.29,11.17,10.3,11.56,11.5,,
LO BARNECHEA,ratio docente,10.86,8.01,12.94,10.59,10.86,11.05,6.53,10.86,,11.68,11.34,,10.59
LO ESPEJO,ratio docente,15.8,12.01,20.23,,15.8,15.8,,15.8,14.89,14.27,22.84,,
LO PRADO,ratio docente,21.9,16.19,27.15,,21.9,21.9,,21.63,,16.94,25.39,27.12,
LOLOL,ratio docente,8.24,8.24,,,8.24,14.33,6.21,8.24,7.85,7.31,10.48,,
LONCOCHE,ratio docente,9.12,6.18,14.25,,9.12,12.5,6.78,10.35,8.36,11.59,12.07,,
LONGAVÍ,ratio docente,10.46,9.5,35.42,,10.46,20.08,9.26,10.88,9.21,13.38,,,
LONQUIMAY,ratio docente,9.77,9.19,11.89,,9.77,12.86,8.93,10.12,9.02,11.57,16,,
LOS ÁLAMOS,ratio docente,10.56,8.64,22.09,,10.56,14.47,9.5,10.84,8.76,12.01,15.77,,
LOS ANDES,ratio docente,17.07,12.49,20.64,18.81,17.07,17.41,7.18,17.22,12.42,13.1,18.35,22.97,20.32
LOS ÁNGELES,ratio docente,13.56,10.01,17.34,16.41,13.56,15.56,9.71,13.57,11.28,12.13,16.09,18.83,16.41
LOS LAGOS,ratio docente,10.26,9.97,10.72,,10.26,14.13,8.32,10.72,6.59,12.41,13.79,,
LOS MUERMOS,ratio docente,10.54,10.17,11.04,,10.54,13.19,9.92,10.76,9.65,12.34,13.06,,
LOS SAUCES,ratio docente,11.18,11.24,10.8,,11.18,12.24,10.13,11.18,12.03,10.67,,,
LOS VILOS,ratio docente,10.63,9.29,16.41,,10.63,19.04,6.81,11.47,5.45,13.01,18.41,,
LOTA,ratio docente,12.38,9.66,18.3,,12.38,12.38,,12.38,7.5,12.58,21.52,,
LUMACO,ratio docente,15.56,15.89,14.97,,15.56,12.96,16.53,15.56,15.93,11.81,,,
MACHALÍ,ratio docente,15.9,10.46,20.48,16.15,15.9,17.05,9.04,15.9,9.93,17.72,15.81,18.77,16.15
MACUL,ratio docente,16.53,11.08,20.49,13.57,16.53,16.53,,16.53,,12.57,16.69,20.12,13.57
MÁFIL,ratio docente,6.78,4.81,11.36,,6.78,11.59,4.71,7.85,3.96,11.73,,,
MAIPÚ,ratio docente,20.44,16.37,21.96,17.57,20.44,20.44,,20.48,14.87,18.11,21.53,21.17,19.44
MALLOA,ratio docente,9.57,9.57,,,9.57,11.33,8.87,9.57,9.22,10.05,,,
MARCHIHUE,ratio docente,7.01,7.01,,,7.01,12.19,5.72,7.57,6.79,7.76,7.82,,
MARÍA ELENA,ratio docente,12.31,12.31,,,12.31,14.46,8,12.31,,8,14.46,,
MARÍA PINTO,ratio docente,15.16,15.16,,,15.16,16.56,13.3,15.16,18.22,14.59,14.96,,
MARIQUINA,ratio docente,9.56,7.2,11.48,,9.56,12.71,8.36,10.71,10.37,9.93,14.67,,
MAULE,ratio docente,11.23,7.39,17.82,,11.23,17.5,8.34,11.73,9.23,10.33,18.11,19.56,
MAULLIN,ratio docente,12.57,10.08,18.38,,12.57,15.19,10.42,12.77,9.22,14.38,16.98,,
MEJILLONES,ratio docente,20.56,20.56,,,20.56,23.87,7.33,21.45,,26.03,19.93,,
MELIPEUCO,ratio docente,11.51,9.57,13.46,,11.51,13.2,10.39,12.77,12.75,12.8,,,
MELIPILLA,ratio docente,16.55,14.09,19.81,13.81,16.55,17.39,14.18,16.83,15.01,15.94,17.33,25.58,16.01
